source,target,relation
"封存委","碳封存委员会预计","合作伙伴"
"封存委","碳封存","开发者"
"封存委","封存","开发者"
"封存委","封存委员会预计","包含"
"存委","碳封","应用于"
"存委","碳封存","合作伙伴"
"存委","封存","开发者"
"存委","封存委员会预计","合作伙伴"
"碳封存委","封存委员会预计","合作伙伴"
"碳封存委","碳封存委员会预计","包含"
"中国东部","和东北部","合作伙伴"
"国东部和东北部地区的","国东部和东北部地","包含"
"国东部和东北部地区的","东北部地","开发者"
"国东部和东北部地","东北部地","合作伙伴"
"东部和东北部地区的","国东部和东北部地","合作伙伴"
"东部","东部和东北部地区","合作伙伴"
"东部","东部和东北部地","合作伙伴"
"东部","部和东北部地","合作伙伴"
"东部和东北部地区","东部和东北部地","开发者"
"部和东北","部和东北部地","应用于"
"部和东北部地区的","部和东北部地","开发者"
"部和东北部地区的","东北部地区的","应用于"
"和东北部地区的一","和东北部地区的","开发者"
"和东北部地区的","和东北部地区的一","位于"
"部分补贴类似于由政","具备","应用于"
"部分补贴类似于由政","强化驱油","位于"
"目提","先行的CO2强化","应用于"
" 像其","期先行的CO","包含"
" 像其","期先行的CO2强化驱","应用于"
" 像其","目提供金融支持 。 ","位于"
"中国迈入第14个","迈入","应用于"
"并推动碳","国迈","应用于"
"并推动","国迈","应用于"
"并推动","中国迈入第","应用于"
"并推动","国迈入第","应用于"
"并推动","迈入","应用于"
"第二个","第一","包含"
"第二个","国家","应用于"
"第一","第一代","合作伙伴"
"第一","内第一台用在CC","开发者"
"第一","第一台用在CC","应用于"
"第二个阶段，碳捕","第一","合作伙伴"
"3燃煤污染物减排国家工程","北京","位于"
"了两版","学技术部分","开发者"
"了两版","技术部分","合作伙伴"
"了两版","术部分","开发者"
"了两版","分别","开发者"
"技术部分别","技术部分","包含"
"技术部分别","术部分","包含"
"了两版《中","术部分","开发者"
"术部分别","术部分","位于"
"术部分别","分别","开发者"
"两版《中","术部分","开发者"
"了两版《","术部分","应用于"
"展后 ","“十","开发者"
"能耗碳","煤机组碳","包含"
"能耗碳","机组碳","包含"
"煤机组","机组碳","应用于"
"煤机组","机组碳减","包含"
"煤机组","煤机组碳减","开发者"
"发投资项目 ","开发投资项目 ","应用于"
"发投资项目 ","投资项目 ","合作伙伴"
"开发投资项目 ","气开发投资项目 ","开发者"
"油藏工程 ","油藏工程 方案","合作伙伴"
"藏工程 ","油藏工程 方案","开发者"
"藏工","藏工程 ","合作伙伴"
"源转型","部咸","应用于"
"转型","部咸","应用于"
"部咸水层等地","油气藏和深部咸","应用于"
"部咸水层等","油气藏和深部咸","开发者"
"部咸水层等","国油气藏和深部咸","开发者"
"油气藏和","油气藏和深部咸","应用于"
"气藏和","油气藏和","开发者"
"气藏和","藏和","包含"
"藏和","油气藏和","开发者"
"藏和","气藏和","开发者"
" 邹才能 马锋 潘松"," 邹才能","包含"
"rat"," 邹","应用于"
"省市","省市积","应用于"
"省市","市积","包含"
"省市积","市积","包含"
"省市积极跟进，将CC","省市积","应用于"
"省市积极跟进，将CC","市积","位于"
"市积极跟进，将CC","市积","合作伙伴"
"术不","高效","包含"
"术不","高效利","开发者"
"高效","高效利","应用于"
"技术不","高效","开发者"
"技术不","高效利","包含"
"Af","至2","应用于"
"有限责任公司","煤制油分公司","合作伙伴"
"1 "," 项目 国家能源","应用于"
"1 "," 项","包含"
"1 ","00 万吨 。 ”吉","应用于"
"1 ","管道建成后","应用于"
"C02"," 项目 国家能源","应用于"
"项目 ","1 ","开发者"
"项目 "," 项","应用于"
"碳封存技术指通过工程","吉林","位于"
"，将成为中","CO","位于"
"，将成","CO","开发者"
"存项目","目前国外典","应用于"
"在C","目前国外典","应用于"
"的研","目前国外典","应用于"
"的研","前国外典型碳封存项目","开发者"
"封存项","目前国外典","应用于"
"证的研","前国外典型碳封存项目","开发者"
"和鄂尔多斯盆地","鄂尔多斯","包含"
"盆地、四川盆地","盆地、四川","位于"
"盆地、四川盆地","地、四川","位于"
"大的准噶尔","盆地、四川盆地","应用于"
"考文献（Re","文献（Re","开发者"
"献（Re","文献（Re","应用于"
"CC ","考文献（Re","应用于"
"CC ","文献（Re","开发者"
"与北美地区二叠盆地","超级能源盆地","包含"
"与北美地区二叠盆地","鄂尔多斯","包含"
"超级能源盆地","鄂尔多斯","包含"
"中小盆地","与伊犁盆地","包含"
"伊犁","取常","包含"
"当前的勘","前的勘","合作伙伴"
"前的","前的勘探","包含"
"前的","前的勘","开发者"
"区碳源","准噶尔盆地的","开发者"
"够作为","准噶尔盆地的","开发者"
"噶尔盆地的","尔盆地的","包含"
"噶尔盆地的","尔盆地","应用于"
"噶尔盆地的","噶尔盆地","开发者"
"以油田内部","则以来自新疆地区内部","合作伙伴"
"言，准噶尔盆 地西","言，准噶尔盆 地西部","合作伙伴"
"言，准噶尔盆 地西","而言，准噶尔盆 地西","应用于"
"言，准噶尔盆 地西","准噶尔盆 地西部","应用于"
"言，准噶尔盆 地西部","准噶尔盆 地西部","开发者"
" 化的","言，准噶尔盆 地西部","应用于"
" 化的","准噶尔盆 地西部","开发者"
" 化的","以油田内部","应用于"
" 化的","部则以来自新疆地区内","开发者"
"而言，准噶尔盆 地西","准噶尔盆 地西部","合作伙伴"
"巨厚砾岩油气藏，","对巨厚砾岩油气藏，","应用于"
"巨厚砾岩油气藏，","对巨厚砾岩油气藏","开发者"
"对巨厚砾岩油气藏，","巨厚砾岩油气藏，","包含"
"厚砾岩油气藏，","厚砾岩油气藏，创","合作伙伴"
"管网覆盖全盆地","东部的煤化工与油气田","包含"
"网覆盖全盆地，","聚焦盆地东部的煤化工","包含"
"网覆盖全盆地，","覆盖全盆地， ","包含"
"覆盖","覆盖全盆地，","应用于"
"体优化调度和内部","利润分配两部","合作伙伴"
"盟中的成员i ","，联盟中的成员i ","开发者"
"外，联盟中的成员i ","，联盟中的成员i ","位于"
"源与矿","inet/ur","开发者"
"源与矿","le","包含"
"lea","le","合作伙伴"
"与矿","le","包含"
"工具视","，本文","应用于"
"，本文","，本文从","包含"
"，本文从","本文从","包含"
"文从","，本文从","应用于"
"英国大部分的项目","英国大部","投资方"
"US ","国大部分的项","应用于"
"国大部分的项目仍","国大部分","开发者"
"部分的项目仍处于","部分的","合作伙伴"
"部分的项目仍处于","部分的项目仍处","包含"
"部分的项目仍处","部分的","包含"
"部分的项目仍处","部分的项目仍","开发者"
"部分的项目仍处","部分的项目","开发者"
"部分的项目仍处","分的项目仍","包含"
"部分的项目","部分的项目仍","开发者"
"部分的项目仍","分的项目仍","包含"
"分的项目仍处","分的项目仍","合作伙伴"
"美国现阶段的各阶段项目","美国现阶段的各阶段项目部","投资方"
"现阶段的各阶段项目部","国现阶段的各阶段项","合作伙伴"
"现阶","阶段的各阶段项目","包含"
"现阶","阶段的各阶段项目部署","应用于"
"在松辽盆地","吉林","包含"
"勇说","伐 。","包含"
"勇说","郑勇","应用于"
"回溯吉林油田","吉林","包含"
"探索，","至2","应用于"
"如今的吉林油田","吉林","包含"
"今的吉林油田CCUS","多、","包含"
"今的吉林油田CC","的吉林油田CC","合作伙伴"
"今的吉林油田CC","多、","包含"
"与吉林油田","吉林","包含"
"来，吉林油田积极","来，吉林油","包含"
"来，吉林油田积极","林油","开发者"
"来，吉","，吉林油田积极","位于"
"来，吉","来，吉林油田积极","应用于"
"来，","，吉林油田积极","开发者"
"来，","来，吉林油田积极","开发者"
"吉林油田相","吉林油","应用于"
"吉林油田相","。 ","包含"
"吉林油田相","吉林油田相
","开发者"
"吉林油","绍，这一","位于"
"。 ","中国碳
捕集与封存项","应用于"
"电厂等碳排放源与油田","吉林","包含"
"电厂等碳排放源与油田","排”","开发者"
"电厂等碳排放源与油田","长春","包含"
"油田周","工企业、
","应用于"
"吉林油田","吉林","包含"
"田的实","田的实践","合作伙伴"
"述工作为后","为后","应用于"
"述工作为后","本节将根据各技术方案","应用于"
"述工作为后","述工作为后续CC","应用于"
"为后","本节","开发者"
"为后","本节将根据各技术方案","开发者"
"述工作","为后","应用于"
"述工作","本节将根据各技术方案","应用于"
"本节","本节将根据各技术方案","开发者"
"本节将","本节将根据各技术方案","包含"
"建设 ","此，","开发者"
"建设 ","为此，","开发者"
"此，","此，采","合作伙伴"
"为此，","此，","包含"
"公司宁","集项目国","应用于"
"公司宁","项目国","应用于"
"项目国","集项目国","合作伙伴"
"团浙江公司宁","捕集项目国","合作伙伴"
"团浙江公司宁","动煤电污染物“近","应用于"
"团浙江公司宁","项目国","位于"
"吨级吸附碳捕集项目国","动煤电污染物“近","应用于"
"省建","降碳减","位于"
"省建","东省建","开发者"
"省建","省建设","包含"
"建设","省建设","开发者"
"建设","省建","应用于"
"省建设","建设","合作伙伴"
"环境科学与工程学院","限责任公司","合作伙伴"
"92；","，集","应用于"
"，集中","集中","应用于"
" 规模","全球","应用于"
"全球范","全球","合作伙伴"
"球范","全球","应用于"
"全流程","目连","开发者"
"全流程","项目连","应用于"
"全流程","目连续","位于"
"全流程","连续","开发者"
"全流程碳捕","项目连","合作伙伴"
"套全流","目连","应用于"
"套全流","连续","应用于"
"单元，","目采用有机胺","应用于"
"er ","目采","开发者"
"er ","采用","开发者"
"采用有","采用","开发者"
"于理想","该项目碳","开发者"
"于理想","项目碳用","开发者"
"于理想","项目碳","应用于"
"于理想","目碳用","开发者"
"于理想","目碳用户","应用于"
"该项目碳","项目碳用","应用于"
"项目碳","项目碳用","合作伙伴"
"目碳用","目碳用户","位于"
"碳用户","碳用","包含"
"碳用户","碳用户的","包含"
"碳用户","目碳用户","应用于"
"碳用","碳用户","应用于"
"将该项目","将该项目电耗分为两部","投资方"
" 所示","该项目电耗分为两部分","开发者"
" 所示","该项目电","应用于"
" 所示","目电耗分为两部分考","应用于"
" 所示","目电","应用于"
" 所示","目电耗分为两部分","开发者"
" 所示","目电耗","应用于"
"该项目电","项目电耗分为两部分","合作伙伴"
"该项目电","目电耗分为两部分","包含"
"目电耗","目电耗分为两部分","合作伙伴"
"目电耗","目电耗分为两部分考","应用于"
"目电","目电耗分为两部分","位于"
"本项目","本项目附近无油田","位于"
"捕集装","目碳","应用于"
"捕集装","项目碳","应用于"
"集装","项目碳","应用于"
"集装","目碳捕","开发者"
"集装","目碳","应用于"
"集装置","目碳捕","位于"
"集装置","碳捕集装置的气","合作伙伴"
"厂位","厂位于岛内中部核","合作伙伴"
"费用，","厂位于岛内中部核","应用于"
"于岛","于岛内中部核心有","开发者"
"
43","在岛外建设同样","应用于"
"
43","岛外建设同样","开发者"
"
43","在岛外建设同","开发者"
"
43","岛外建设同样规","开发者"
"
43","外建设","应用于"
"外建设","外建设同样规模","开发者"
"外建设","外建","位于"
"外建设","外建设同","开发者"
"接保护","目周边有大","应用于"
"边有大","有大","位于"
"边有大","边有","应用于"
"为保证","来若能成","应用于"
"为保证","来若能","开发者"
"为保证","若能成功","开发者"
"来若能","成功推动类似 CC","包含"
"能成","能成功推动类似 C","位于"
"能成","能成功","包含"
"关行业","能成功推动类似 C","应用于"
"关行业","能成功","开发者"
"成功","成功推","应用于"
"成功","能成功推","应用于"
"中国科学院","国家能源局","合作伙伴"
"与可持","丹 ","合作伙伴"
"与可持","丹 二","合作伙伴"
"有序转","丹 ","开发者"
"有序转","丹 二","应用于"
"丹 二氧化碳捕集、","丹 二","包含"
"一系列新兴产业项目","内蒙古","位于"
"位于","内蒙古","开发者"
"位于","位于岛内中部核心","位于"
"于巴彦淖尔 ","内蒙古","包含"
"于巴","内蒙古","合作伙伴"
"规划并被认可之","需要进行工程","包含"
"，告知","需要进行工程","应用于"
"存经","存经营者需要","合作伙伴"
"存经营者需要","封存经营者需要","开发者"
"封存经营者需要","要进行工程规","合作伙伴"
"厦门大学","厦门大学中国能源政策研究院","合作伙伴"
"大学中","大学中国","包含"
"大学中","学中","应用于"
"大学","大学中","应用于"
"零碳园区","方案馆呈现了零碳园区","包含"
"院认","现，10 余家中外企","合作伙伴"
"院认","内蒙","包含"
"家中外企","现，10 余家中外企","开发者"
"内蒙","院认","应用于"
"内蒙","认定","位于"
"内蒙","全部","合作伙伴"
"定处","内蒙","位于"
"内蒙 ","内蒙","应用于"
"全部","内蒙","应用于"
"全部","与内蒙","包含"
"全部","我 们与内蒙","应用于"
"研究","研究，采","合作伙伴"
"研究，采","研究","位于"
"等六个省","为我国东部中新生代断陷盆地","包含"
"等六个省","北京","包含"
"等六个省","河北","包含"
"为我国东部中新生代断陷盆地","北京","包含"
"为我国东部中新生代断陷盆地","河北","包含"
"。  本","地为我国东","开发者"
"地为我国东","地为我国","包含"
" 渤海湾盆地"," 渤海湾盆地为我国东","应用于"
" 渤海湾盆地","渤海湾盆地为我国东","包含"
" 渤海湾盆地为我国东","、河","位于"
" 渤海湾盆地为我国东","河北省、河南省、山东","应用于"
" 渤海湾盆地为我国东","省、山东省","包含"
" 渤海湾盆地为我国"," 渤海湾盆地为我国东","开发者"
" 渤海湾盆地为我国","为我国","合作伙伴"
" 渤海湾盆地为我国","地为我国","包含"
"等七个油田","而羊二庄油田","包含"
"孔店等","区CO2 ","应用于"
"由表5","由表5 可","位于"
"由表5","由表5 可知，大港 ","包含"
"表5","由表5 可","应用于"
"表5","由表5 可知，大港 ","应用于"
"双效有利区","南部和大港油田","包含"
"有利区主要分布盆地的中部","和大港油田北部","合作伙伴"
"有利区","有利区主要分布盆地","包含"
"有利区","南部和大港油田","包含"
"有利区主要分布盆地","南部和大港油田","包含"
"eng","分布盆地的中部","应用于"
"）综","分布盆地的中部","包含"
"分布盆地的","分布盆地的中部","包含"
"综合","）综合","应用于"
"国大","O2 封存方面，国","应用于"
"东方电气集团以华能天津绿色煤电项目","东方电气集团","投资方"
"气集团以华","气集团以","合作伙伴"
"电气集团以华","气集团以","开发者"
"电气集团以华","集团以华","包含"
"方电气集团以华","气集团以","包含"
"燃煤电","电企业应根据电厂实","应用于"
"企业应根","企业应根据电厂实","开发者"
"企业应根","业应根","开发者"
"企业应根","业应根据","应用于"
"业链工程","鄂尔多斯","位于"
"田企","-EOR","位于"
"田企","田企业","开发者"
"田企","企业","应用于"
"油封存","-EOR","应用于"
"企业","封存","应用于"
"海油新能源部副","国海油新能源部副","开发者"
"国海油新能源部副","海油新能源部副","应用于"
"油新能源部副","油新能源部副总","包含"
"油新能源部副总","油新能源部副","包含"
"油新能源部副总经","油新能源部副总","应用于"
"油新能","油新能源部副","应用于"
"OI 10","CC","包含"
"态；水击压力；停输","S；管道","应用于"
"及山东省","为主要排放区","包含"
"及山东省","内蒙古","包含"
"为主要排放区","内蒙古","包含"
"等传统产业集聚区","的市","包含"
"域应优","域应优先","应用于"
"域应优先","域应优先部署减排","应用于"
"将视为","视为同意 。 ","应用于"
"视为","视为同意 。 ","应用于"
"同意 ","到编辑部答","开发者"
"编辑部答复","编辑部答","位于"
"双碳目","，途","应用于"
"双碳目","的吉","应用于"
"00 公里，途","，途","包含"
"括二氧","一 国家","包含"
"四川省生态环","法和标准","包含"
"实碳捕","发展","开发者"
"实碳捕","清洁低","开发者"
"发展","发展与项目实","包含"
"  4 张贤、杨晓亮","，全球碳捕集与封","合作伙伴"
"  4 张贤、杨晓亮","中心，全球碳捕集与封","包含"
"2 年","，全球碳捕集与封","开发者"
"2 年","中心，全球碳捕集与封","应用于"
"为地质","术发展与项目实","应用于"
"为地质","术发展与","开发者"
"为地质","术发","开发者"
"术发","术发展与","合作伙伴"
"术发","术发展与项目实","合作伙伴"
"术发","发展与项目实","包含"
"术发展与","发展与","合作伙伴"
"术发展与","发展与项目实","应用于"
"术发展与","展与","包含"
"/年碳","利用
研究及示","位于"
"/年碳","利用
研","开发者"
"/年碳","氧化","开发者"
"/年碳","团江苏泰州公","合作伙伴"
"/年碳","大火","应用于"
"/年碳","最大","应用于"
"/年碳","最大火","开发者"
"冰轮集团","冰轮集团工业设计中心","合作伙伴"
"冰轮集团","获评第五批国家级工业设计中心","合作伙伴"
"冰轮集团","核心企业烟台冰轮股份有限公司","合作伙伴"
"冰轮集团工业设计中心","获评第五批国家级工业设计中心","合作伙伴"
"集团工业","集团工业设计中心获评","开发者"
"齐鲁石化-胜利油田百万吨级CCUS项目","杭州杭氧膨胀机有限公司","投资方"
"齐鲁石化-胜利油田百万吨级CCUS项目","齐鲁石化-胜利油田","位于"
"鲁石化-胜利油田百","，对","合作伙伴"
"开展百","，对","应用于"
"开展百","鲁石化-胜利油田百","开发者"
"开展百","石化","应用于"
"开展百","化-","开发者"
"石化-胜","石化","包含"
"深部咸水层的","深部咸","合作伙伴"
"深部咸水层的","国深部咸","包含"
"部咸水层的","深部咸","开发者"
"部咸水层的","深部咸水层的CO","应用于"
"部咸水层的","部咸水层的CO","应用于"
"部咸水层的CO","深部咸","包含"
"部咸水层的CO","深部咸水层的CO","开发者"
"部咸水层的CO","部咸","开发者"
" 万亿","美国地质调查局US","应用于"
" 万亿"," 万亿吨 。 全球","包含"
" 万亿","国地质调查局US","开发者"
" 万亿","据美国地质调查局U","开发者"
" 万亿","据美国地质调查局US","开发者"
"美国地质调查局US","地质调查局US","包含"
" 年中","铁：钢铁企业主要","应用于"
"年中","铁：钢铁企业主要","应用于"
"新能源","一批国","应用于"
"善绿色低碳技术和","善绿色低碳技术和产","应用于"
"一批绿色低","善绿色低碳技术和产","应用于"
"善绿","善绿色低碳技术和产","合作伙伴"
"术学院、现代产业","术学院、现代","合作伙伴"
"术学院、现代产","术学院、现代","应用于"
"术学院、现代产","色低碳技术和产","应用于"
"二氧化碳捕集技术","我国二氧化碳捕集技术总体上已在大部","开发者"
"二氧化碳捕集技术","二氧化碳捕集技术总","包含"
"二氧化碳捕集技术","二氧化碳捕集技术总体","包含"
"碳
储","国二氧","开发者"
"碳
储","国二氧化","开发者"
"碳
储","二氧化碳捕集技术总","应用于"
"集技","二氧化碳捕集技术总","应用于"
"集技","集技术的部署","开发者"
"集技","集技术的部署仍","应用于"
"集技术","二氧化碳捕集技术总","应用于"
"）、循","二氧化碳捕集技术总","开发者"
"CO2运输技术","心部","开发者"
"，亟需","亟需","应用于"
"，亟","，亟需","应用于"
"6亿美","域性碳捕集集 群建","应用于"
"亿美","域性碳捕集集 群建","应用于"
"法案》","集群化建设方面，美国","开发者"
"化建","化建设方面，美国《基","包含"
"产业","不仅进一步压缩了项目","应用于"
" 产业","不仅进一步压缩了项目","应用于"
" 产业","仅进一步压缩了项目的","合作伙伴"
" 产业","不仅进一步压","应用于"
"不仅进","仅进一步压缩了项目的","位于"
"不仅进一步压","仅进一步压缩了项目的","包含"
"范和","仅进一步压缩了项目的","应用于"
"设 。","景下","应用于"
"背景下","景下","开发者"
"背景下","景下，为","开发者"
"背景下","背景","应用于"
"我相","碳捕集与封存研究","应用于"
"我相","球碳捕集与封存研","应用于"
"碳捕集与封存研究所（","碳捕集与封存研究","开发者"
"备 。","球碳","应用于"
"备 。","球碳捕集与封存研","开发者"
"备 。","碳捕","应用于"
"球碳","球碳捕","合作伙伴"
"球碳","碳捕","包含"
"煤发电","第一","应用于"
"煤发电","第一代","开发者"
"煤发电","一代","应用于"
"集和封存","集和封存部署","包含"
"集和封存","集和封存部署路","包含"
"和封存","集和封存部署","合作伙伴"
"和封存","集和封存部署路","开发者"
"和封存","划、政","应用于"
"和封存","和封存部署路","开发者"
"和封存部","和封存部署路径","应用于"
"和封存部","封存部署路","应用于"
"和封存部","和封存部署路","开发者"
"部地 区，包括","地 区","开发者"
"部地 区，包括","新疆维吾尔族自治区","开发者"
"部地 区，包括","部地 区","开发者"
"常煤","地 区","开发者"
"路线图","油场地 的","应用于"
"附录2还显示了鄂尔多斯盆地","鄂尔多斯","包含"
"机会之一","机会","包含"
"2还显","2还显示了鄂尔多斯盆","包含"
"2还显","尔多斯盆","开发者"
"估覆盖整个鄂尔多","以及每年","应用于"
"两家大型国企与","以及每年","包含"
"估覆盖","以及每年","开发者"
"家大型国企与中","以及每年","应用于"
"家大型国企与中","家大型国企与","应用于"
"家大型国企与中","大型国企与中","开发者"
"家大型国企与","以及每年","开发者"
"大型国企与","以及每年","应用于"
"家大","以及每年","应用于"
"、政策","科学与技术部、","应用于"
"、政策","保部、国土资
源","位于"
"、政策","、环保部、国土资
源","应用于"
"保部、国","保部、国土资
源","开发者"
"中国东北的鄂尔多斯盆地","和松辽盆地","包含"
"中国东北的鄂尔多斯盆地","以及西部的塔里木盆地","包含"
"中国东北的鄂尔多斯盆地","都有适于CO2强化驱油的油田","包含"
"中国东北的鄂尔多斯盆地","鄂尔多斯","包含"
" 像许多其他正"," 随着项目的增多，成","包含"
"需要的"," 像许多其他正","开发者"
"需要的"," 随着项目的增多，成","应用于"
"应享有","论C","应用于"
"在碳银","碳银","位于"
"碳银","在碳银","包含"
"款给C","碳银","应用于"
"款给C","在碳银","应用于"
"银行模","在碳银","应用于"
"职责做","明，而且还需要尽早","应用于"
"职责做","管应实","开发者"
"职责做","管应实行环境","应用于"
"将碳","议将碳","包含"
"约束CO2的排","
参与早期的示范项","开发者"
"为了","为了激励国内","包含"
"为了","为了激励国内石油企","开发者"
"为了","激励国内石油企业
","合作伙伴"
"，而对","为了激励国内石油企","应用于"
"激励国内石油企业
","为了","应用于"
"小商业性缺 口","为了","应用于"
"存项","集与封存项目可","应用于"
"存项","目前国外典","应用于"
"这表明","现时储藏的原油","应用于"
"究估计， 如果","项目已","应用于"
"项目已经","项目已","位于"
"和其他工厂每年","其他工厂每年","应用于"
"同时还必须为上述项目","和东北部","投资方"
"还必须为上述项","上述项","开发者"
"石油公","上述项","应用于"
"国迈入","国迈入第","合作伙伴"
"和地区根据自身","示范项目","包含"
"和地区根据自身","的部署，并积极推进C","包含"
"英国、","的部署，并积极推进C","应用于"
"捕集能","目前","位于"
"捕集能","目前正在建设的设施开","包含"
"捕集能","目碳","应用于"
"捕集能","旦目前","应用于"
"集能","目前","应用于"
"网覆盖全盆地， ","覆盖全盆地， ","包含"
"盖全","盖全盆地， ","应用于"
"积极推","024 年底，吉林油","应用于"
"技术首次出","术首","合作伙伴"
"近年来，吉林油田","术首","应用于"
"驱动油田","吉林","包含"
" No","吸收法的燃","包含"
" No","1 规模","位于"
"本的","阶段国内电厂碳","应用于"
"阶段国内电厂碳","段国内电厂碳","包含"
"阶段国内电厂碳捕集项","阶段国内电厂碳","合作伙伴"
"成本的","阶段国内电厂碳","开发者"
"成本的","厂碳","合作伙伴"
"成本的","段国内电厂碳","开发者"
"成本的","段国内电厂","开发者"
"阶段国内电厂","阶段国内电厂碳","应用于"
"段国内电厂碳捕","段国内电厂碳","开发者"
"，结合","目附近无油田，无","开发者"
"近无油","无油","应用于"
"开发区","的落","应用于"
"的落","开发区","包含"
"“我 们与内蒙","与内蒙","包含"
"“我 们与内蒙","我 们与内蒙","开发者"
"自治区、","山西省、陕西","开发者"
"范工程","行业","开发者"
"范工程","河钢集团张家口张宣","开发者"
"范工程","业：","应用于"
"范工程","5 月，河钢集","应用于"
"行业","业的现","包含"
"行业","达20","开发者"
"捕集矿","球首套空","开发者"
"捕集矿","球首","开发者"
"捕集矿","首套空气","开发者"
"集矿","首套空气","合作伙伴"
"集矿","套空","开发者"
"气源碳捕集矿","首套空气","应用于"
"套空气源碳捕集矿","套空","开发者"
"建省地","建省地质调查研究院与","开发者"
"，福建省地","建省地","包含"
"，福建省地","福建省地","应用于"
"冰岛碳","，福建省地","开发者"
"，福建省地质","，福建省地","开发者"
"施碳捕集利用与封存","科研院所、行业协会、","包含"
"与封存","科研院所、行业协会、","应用于"
"与封存","一定程度","应用于"
"捕集利用与封存的项目","碳捕","合作伙伴"
"开展绿色低碳示范项目","科学技术厅山东省","位于"
"开展绿色低碳示范项目","发展和改革委员会山东省","位于"
"革委员","厅山","应用于"
"化碳捕","绿色低碳示范项目，","应用于"
"绿色","绿色低碳示范项目，","应用于"
"绿色","色低碳示范项目，","包含"
"理工学院发起成 ","立碳捕集与封","应用于"
"发展与项","发展与项目实","合作伙伴"
"发展与项","展与项","包含"
"术发展与项","术发展与项目实","应用于"
"术发展与项","发展与项目实","合作伙伴"
"发展与","展与","包含"
"发展与","发展与项目实","合作伙伴"
"发展与","展与项目实","应用于"
"于企","前我国在部分","应用于"
"前我国在部分","我国在部分","合作伙伴"
"的角度","前我国在部分","应用于"
"角度","前我国在部分","开发者"
"存潜力","前我国在部分","开发者"
"存潜力","我国在部分","应用于"
"存潜力","我国在部分碳","应用于"
"前我","前我国在部分","开发者"
"前我","我国在部分","应用于"
"潜力","前我国在部分","应用于"
"潜力","我国在部分","应用于"
"。  ","国在部分碳","开发者"
"9 。","ECC","开发者"
"9 。 ","ECC","应用于"
"为20","ECC","开发者"
"为209 。","ECC","应用于"
"09 。 ","ECC","应用于"
"为209 。 ","ECC","应用于"
"项目是","项目是国","位于"
"碳捕集率大于","碳捕集率","合作伙伴"
"碳捕集率大于90，","碳捕集率","包含"
"封存消纳率达到","碳捕集率","包含"
"业 。","的部署","应用于"
"业 。","捕集技术的部署","开发者"
"捕集技术的","捕集技术的部署","合作伙伴"
"集技术的","捕集技术的部署","应用于"
"捕集技","捕集技术的部署","应用于"
"捕集技","捕集技术是指现阶段已","位于"
"捕集技","代捕集技术是指现阶段","应用于"
"技术的部署仍面","技术的部署仍","应用于"
"技术的","技术的部署仍","应用于"
"集技术的部署仍","集技术的部署","位于"
"效益方","过来，高成本","开发者"
"效益方","过来，高成本
","应用于"
"效益方","过来，高成本
与高","开发者"
"效益方","过来","应用于"
"过来，高成本
与高","过来，高成本
","应用于"
"重申，","全球碳捕","应用于"
"捕集与封存研究所（G","捕集与封存研究所（","开发者"
"设，","22个项目","应用于"
"22个项目","22个项","开发者"
"22个项目","2个项","合作伙伴"
"22个项目","2个项目","包含"
"能力 ","22个项目","开发者"
"能力 ","2个项目","开发者"
"能力 ","22个项","开发者"
"2个项目","22个项目","应用于"
"2个项目每","2个项目","应用于"
"0 MtCO2","署路径预计将","包含"
"1）到","署路径预计将","应用于"
"等方面 。 基于国家","领域的试点项目正在","合作伙伴"
"、环","保部、国土资
源","合作伙伴"
"支持来","需要注意的是，其他C","应用于"
"支持来"," 需","合作伙伴"
" 需","形 成项","位于"
"都有适于CO2","、西北的准","应用于"
"都有适于CO2","选定和设","位于"
"试50","选定和设","应用于"
"求使用","此，对于前两个阶段的","应用于"
"竞争力","，对于前两个阶段的示","应用于"
"，对于前","，对于前两个阶段的示","包含"
"税收优","一替代","开发者"
"税收优","替代","开发者"
"税收优","一替代性的资金支","应用于"
"税收优","替代性的资金支持","应用于"
"税收优","替代性的资金支","开发者"
"税收优","代性的资金支","应用于"
"替代","代性的资金支","合作伙伴"
"替代","替代性的资金支","包含"
"技术风","捕集与封存项目需","开发者"
"技术风","捕集与封存项目需要","开发者"
"技术风","集与封存项目需要","应用于"
"与封存项目需要大","集与封存项目需要大","应用于"
"私人企","商业化示范和部署","开发者"
"私人企","业化示范和部署","开发者"
"私人企","业化示范和部署的","应用于"
"私人企","化示范和部署的","应用于"
"私人企","化示范和部署","开发者"
"商业","业化示范和部署","包含"
"商业","商业化示范和部署","合作伙伴"
"复杂性，私人企","化示范和部署的","应用于"
"复杂性，私人企","业化示范和部署的","开发者"
"业化","化示范和部署","合作伙伴"
"复杂性","化示范和部署的","合作伙伴"
"化示范","化示范和部署的","应用于"
"化示范","化示范和部署","应用于"
"其参与程度，以及","大限度地","应用于"
"其参与程度，以及","共部门的","包含"
"捕集与封存项目开","碳
捕集与封存项目开","开发者"
"。 随","碳
捕集与封存项目开","应用于"
"。 随","
捕集与封存项目开","应用于"
"。 随","国碳
捕集与封存项目","应用于"
"，在确","式与 项目","包含"
"，在确"," 项目","合作伙伴"
"，在确定不
再","式与 项目","应用于"
"式与 ","式与 项目","包含"
"与 ","与 项目","包含"
"一份单","审小组的指","应用于"
"份单","审小组的指","应用于"
"识体系","共和国（中国）面临","开发者"
